Admin Region Name,Admin Region Code,Series Name,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
"Ecuador, Pichincha",ECU_Pichincha_EC.PI_22006_ECU019,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,0,..,..
"Ecuador, Quito",ECU_Quito_15512,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,1.2,..,..
"Ecuador, Santa Elena",ECU_Santa_Elena_EC.SE_22007_ECU024,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,0.3,..,..
"Ecuador, Santo Domingo de los Tsachilas",ECU_Santo_Domingo_Tsachilas_EC.SD_22008_ECU025,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,0.9,..,..
"Ecuador, Sucumbios",ECU_Sucumbios_EC.SU_1154_ECU020,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,0.8,..,..
"Ecuador, Tungurahua",ECU_Tungurahua_EC.TU_1155_ECU021,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,0,..,..
"Ecuador, Zamora Chinchipe",ECU_Zamora_Chinchipe_EC.ZC_1156_ECU022,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,1.2,..,..
"Egypt, Arab Rep.",EGY,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Egypt, Arab Rep., Frontier Governorates",EGY_Frontier_Governorates_MAL-042,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Egypt, Arab Rep., Lower Egypt",EGY_Lower_AGG087_66,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,4.7
"Egypt, Arab Rep., Lower Egypt - rural",EGY_Lower_Egypt-rural_MAL_Survey_043,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Egypt, Arab Rep., Lower Egypt - urban",EGY_Lower_Egypt-urban_MAL_Survey_044,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Egypt, Arab Rep., Upper Egypt",EGY_Upper_Egypt_MAL-049,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Egypt, Arab Rep., Upper Egypt - rural",EGY_Upper_Egypt_MAL-049.5,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Egypt, Arab Rep., Upper Egypt - urban",EGY_Upper_Egypt_urban_049.66,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Egypt, Arab Rep., Urban Governorates",EGY_Urban_Governorates_MAL-056,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
El Salvador,SLV,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, Ahuachapan",SLV_Ahuachapan_SV.AH_1184_SLV001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, Cabanas",SLV_Cabanas_SV.CA_1185_SLV002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, Central Region",SLV_Central_Region_AGG471,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, Chalatenango",SLV_Chalatenango_SV.CH_1186_SLV003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, Cuscatlan",SLV_Cuscatlan_SV.CU_1187_SLV004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, Eastern Region",SLV_Eastern_Region_AGG472,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, El Salvador, Metropolitana",SLV_Metropolitana_MAL-057,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, La Libertad",SLV_La_Libertad_SV.LL_1188_SLV005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, La Paz",SLV_La_Paz_SV.LP_1189_SLV006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, La Union",SLV_La_Union_SV.UN_1190_SLV007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, Metropolitana",SLV_Metropolitana_1993,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, Morazan",SLV_Morazan_SV.MO_1191_SLV008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, Para-central",SLV_Para-central_MAL-058,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, San Miguel",SLV_San_Miguel_SV.SM_1192_SLV009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, San Salvador-Centro",SLV_San_Salvador-Centro_MAL-059,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, San Salvador-Norte",SLV_San_Salvador-Norte_MAL-060,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, San Salvador-Occidente",SLV_San_Salvador-Occidente_MAL-061,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, San Salvador-Oriente",SLV_San_Salvador-Oriente_MAL-062,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, San Salvador-Sur",SLV_San_Salvador-Sur_MAL-063,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, San Vicente",SLV_San_Vicente_SV.SV_1194_SLV011,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, Santa Ana",SLV_Santa_Ana_SV.SA_1195_SLV012,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, Sonsonate",SLV_Sonsonate_SV.SO_1196_SLV013,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, Usulutan",SLV_Usulutan_SV.US_1197_SLV014,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"El Salvador, Western Region",SLV_Western_Region_AGG470,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Equatorial Guinea,GNQ,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Equatorial Guinea, Annobon",GNQ_Annobon_GQ.AN_1198_GNQ001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Equatorial Guinea, Bioko Norte",GNQ_Bioko_Norte_GQ.BN_1199_GNQ002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Equatorial Guinea, Bioko Sur",GNQ_Bioko_Sur_GQ.BS_1200_GNQ003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Equatorial Guinea, Centro Sur",GNQ_Centro_Sur_GQ.CS_1201_GNQ004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Equatorial Guinea, Continental Region",GNQ_Continental_Region_AGG476,"Prevalence of severe wasting, weight for height (% of children under 5)",2.1,..,..,..,..
"Equatorial Guinea, Insular Region",GNQ_Insular_Region_AGG475,"Prevalence of severe wasting, weight for height (% of children under 5)",0.6,..,..,..,..
"Equatorial Guinea, Kientem",GNQ_Kientem_GQ.KI_1202_GNQ005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Equatorial Guinea, Litoral",GNQ_Litoral_BO.LT_1203_BOL062,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Equatorial Guinea, Welenzas",GNQ_Welenzas_GQ.WE_1204_GNQ007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Eritrea,ERI,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Eritrea, Anseba",ERI_Anseba_ER.AN_1205_ERI001,"Prevalence of severe wasting, weight for height (% of children under 5)",5.5,..,..,..,..
"Eritrea, Debub",ERI_Debub_ER.DU_1207_ERI003,"Prevalence of severe wasting, weight for height (% of children under 5)",2.1,..,..,..,..
"Eritrea, Debubawi Keih Bahri",ERI_Debubawi_Keih_Bahri_ER.DK_1208_ERI004,"Prevalence of severe wasting, weight for height (% of children under 5)",6.4,..,..,..,..
"Eritrea, Gash Barka",ERI_Gash_Barka_ER.GB_1209_ERI005,"Prevalence of severe wasting, weight for height (% of children under 5)",7.3,..,..,..,..
"Eritrea, Maekel",ERI_Maekel_ER.MA_1210_ERI006,"Prevalence of severe wasting, weight for height (% of children under 5)",1,..,..,..,..
"Eritrea, Semenawi Keih Bahri",ERI_Semenawi_Keih_Bahri_ER.SK_1211_ERI007,"Prevalence of severe wasting, weight for height (% of children under 5)",5.6,..,..,..,..
Ethiopia,ETH,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Ethiopia, Addis Ababa",ETH_Addis_Ababa_ET.AA_1227_ETH001,"Prevalence of severe wasting, weight for height (% of children under 5)",1.4,..,..,..,1.4
"Ethiopia, Afar",ETH_Afar_ET.AF_1228_ETH002,"Prevalence of severe wasting, weight for height (% of children under 5)",6.8,..,..,..,9.3
"Ethiopia, Amhara",ETH_Amhara_ET.AM_1229_ETH003,"Prevalence of severe wasting, weight for height (% of children under 5)",3.6,..,..,..,2.5
"Ethiopia, Beneshangul Gumu",ETH_Beneshangul_Gumu_ET.BG_1230_ETH004,"Prevalence of severe wasting, weight for height (% of children under 5)",3.1,..,..,..,5.8
"Ethiopia, Dire Dawa",ETH_Dire_Dawa_ET.DD_1231_ETH005,"Prevalence of severe wasting, weight for height (% of children under 5)",2.4,..,..,..,4
"Ethiopia, Gambela",ETH_Gambela_ET.GA_1232_ETH006,"Prevalence of severe wasting, weight for height (% of children under 5)",3.3,..,..,..,4
"Ethiopia, Hareri",ETH_Hareri_ET.HA_1233_ETH007,"Prevalence of severe wasting, weight for height (% of children under 5)",1.6,..,..,..,0.9
"Ethiopia, Oromia",ETH_Oromia_ET.OR_47678_ETH008,"Prevalence of severe wasting, weight for height (% of children under 5)",2.8,..,..,..,1.7
"Ethiopia, SNNPR",ETH_SNNPR_ET.SN_1236_ETH010,"Prevalence of severe wasting, weight for height (% of children under 5)",1.9,..,..,..,1.7
"Ethiopia, Somali",ETH_Somali_ET.SO_47679_ETH009,"Prevalence of severe wasting, weight for height (% of children under 5)",8.5,..,..,..,11.7
"Ethiopia, Tigray",ETH_Tigray_ET.TI_1237_ETH011,"Prevalence of severe wasting, weight for height (% of children under 5)",2.9,..,..,..,4.9
Fiji,FJI,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Fiji, Central",FJI_Central_FJ.CE_40187_FJI001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Fiji, Northern",FJI_Northern_FJ.NO_40189_FJI003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Fiji, Western",FJI_Western_FJ.WE_40190_FJI004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Gabon,GAB,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Gabon, Est",GAB_Est_AGG660,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Gabon, Estuaire",GAB_Estuaire_GA.ES_1275_GAB001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,0.9,..,..
"Gabon, Haut-Ogooue",GAB_Haut-Ogooue_GA.HO_1276_GAB002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,1,..,..
"Gabon, Libreville and Port-Gentil",GAB_Libreville_and_Port-Gentil_MAL-064,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Gabon, Libreville/Port-Gentil",GAB_Libreville_and_Port-Gentil_2000,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Gabon, Libreville-Port-Gentil",GAB_Libreville_and_Port-Gentil_2012,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Gabon, Moyen-Ogooue",GAB_Moyen-Ogooue_GA.MO_1277_GAB003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,0.8,..,..
"Gabon, Ngounie",GAB_Ngounie_GA.NG_1278_GAB004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,1.4,..,..
"Gabon, Nord",GAB_Nord_AGG661,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Gabon, Nyanga",GAB_Nyanga_GA.NY_1279_GAB005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,1.7,..,..
"Gabon, Ogooue-Ivindo",GAB_Ogooue-Ivindo_GA.OI_1280_GAB006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,2.2,..,..
"Gabon, Ogooue-lolo",GAB_Ogooue-lolo_GA.OL_1281_GAB007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,1.9,..,..
"Gabon, Ogooue-Maritime",GAB_Ogooue-Maritime_GA.OM_1282_GAB008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,1.6,..,..
"Gabon, Ouest",GAB_Ouest_AGG662,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Gabon, Sud",GAB_Sud_AGG663,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Gabon, Woleu-Ntem",GAB_Woleu-Ntem_GA.WN_1283_GAB009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,1,..,..
"Gambia, The",GMB,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Gambia, The, Banjul",GMB_Banjul_16405,"Prevalence of severe wasting, weight for height (% of children under 5)",1.4,..,..,4.4,..
"Gambia, The, Basse",GMB_Basse_AGG480,"Prevalence of severe wasting, weight for height (% of children under 5)",3.2,..,..,6.9,..
"Gambia, The, Brikama",GMB_Brikama_GM.BR_1290_GMB007,"Prevalence of severe wasting, weight for height (% of children under 5)",1.1,..,..,4.2,..
"Gambia, The, Janjanbureh",GMB_Janjanbureh_GM.JA_1285.55_GMB009,"Prevalence of severe wasting, weight for height (% of children under 5)",3,..,..,3,..
"Gambia, The, Kanifing",GMB_Kanifing_GM.KA_112869_GMB008,"Prevalence of severe wasting, weight for height (% of children under 5)",1.6,..,..,3.6,..
"Gambia, The, Kerewan",GMB_Kerewan_GM.KE_1288_GMB005,"Prevalence of severe wasting, weight for height (% of children under 5)",2.4,..,..,2.9,..
"Gambia, The, Kuntaur",GMB_Kuntaur_GM.KU_1285_GMB002,"Prevalence of severe wasting, weight for height (% of children under 5)",4.1,..,..,5.2,..
"Gambia, The, Mansakonko",GMB_Mansakonko_GM.MA_1287_GMB004,"Prevalence of severe wasting, weight for height (% of children under 5)",0.9,..,..,3.8,..
Georgia,GEO,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Georgia, Achara, Guria",GEO_Achara_and_Guria_AGG_MAL_Survey_080,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Georgia, Adjara Aut. Rep.",GEO_Adjara_Aut._Rep._GE.AR_1297_GEO002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Georgia, Guria",GEO_Guria_GE.GU_1298_GEO003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Georgia, Imereti",GEO_Imereti_GE.IM_1299_GEO004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Georgia, Imereti, Racha-Leckhumi",GEO_Imereti_and_Racha-Leckhumi_AGG_MAL_Survey_081,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Georgia, Kakheti",GEO_Kakheti_GE.KA_1300_GEO005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Georgia, Kvemo Kartli",GEO_Kvemo_Kartli_GE.KK_1301_GEO006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Georgia, Mtskheta-Mtianeti",GEO_Mtskheta-Mtianeti_GE.MM_1302_GEO007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Georgia, Samergelo and Zemo (upper) Svaneti",GEO_Samergelo_and_Zemo_upSvaneti_GE.SZ_1304_GEO009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Georgia, Samtskhe-Javakheti",GEO_Samtskhe-Javakheti_GE.SA_1305_GEO008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Georgia, Shida Kartli",GEO_Shida_Kartli_GE.SD_1306_GEO011,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Georgia, Shida Kartli, Mtckheta-Mtianeti",GEO_Mtckheta-Mtianeti_and_Shida_Kartli_AGG_MAL_Survey_082,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Georgia, Tbilisi",GEO_Tbilisi_GE.TB_1307_GEO012,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Ghana,GHA,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Ghana, Ashanti",GHA_Ashanti_GH.AH_1324_GHA001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,2.4,..,..,..
"Ghana, Brong Ahafo",GHA_Brong_Ahafo_GH.BA_1325_GHA002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.5,..,..,..
"Ghana, Central",GHA_Central_GH.CE_1326_GHA003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.6,..,..,..
"Ghana, Eastern",GHA_Eastern_GH.EA_1327_GHA004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.7,..,..,..
